Gender,Age,Height,Weight,family_history_with_overweight,CH2O,FAF,Obesity
0,21,1.76,127.9,1,1,0,1
0,21,1.59,80,1,2,2,1
1,22,1.79,105,1,2,0,1
0,21,1.74,133.89,1,2,1,1
0,26,1.62,111.89,1,3,0,1
0,26,1.62,111.86,1,3,0,1
0,21,1.72,137.8,1,2,2,1
1,26,1.75,115.38,1,2,1,1
1,32,1.77,119.08,1,2,1,1
1,23,1.85,121.66,1,2,1,1
1,35,1.73,103.84,1,1,0,1
1,22,1.67,94.45,1,2,1,1
0,26,1.74,110.82,1,3,0,1
0,33,1.6,90,1,3,1,1
0,18,1.74,133.74,1,3,1,1
0,22,1.69,133.35,1,3,2,1
0,26,1.61,104.99,1,3,0,1
0,18,1.6,90,1,2,0,1
0,38,1.57,76.1,1,2,0,1
0,26,1.62,102.17,1,1,0,1
0,26,1.62,105,1,2,0,1
1,31,1.78,120.9,1,3,1,1
0,22,1.75,133.78,1,2,2,1
1,25,1.76,112.2,1,2,1,1
0,39,1.54,80,1,2,0,1
1,25,1.78,117.9,1,3,2,1
1,31,1.83,120.4,1,2,1,1
0,21,1.68,131.88,1,2,2,1
1,27,1.66,111.95,1,3,0,1
0,22,1.73,133.04,1,3,1,1
0,19,1.78,137.85,1,3,2,1
1,23,1.72,95,1,2,0,1
0,26,1.62,105.58,1,2,0,1
1,28,1.91,129.01,1,1,1,1
1,18,1.81,108.92,1,2,1,1
1,30,1.91,129.85,1,1,2,1
1,30,1.83,108.31,1,2,1,1
0,22,1.74,135.35,1,3,2,1
1,31,1.88,111.88,1,2,0,1
1,18,1.75,93,1,1,0,1
0,26,1.64,111.21,1,2,0,1
0,26,1.66,111.95,1,3,0,1
0,18,1.63,82.52,1,1,1,1
0,18,1.82,142.56,1,3,1,1
0,18,1.74,133.03,1,3,2,1
0,18,1.82,152.47,1,2,2,1
0,22,1.74,132.53,1,2,2,1
1,25,1.77,114.48,1,2,1,1
0,40,1.57,80,1,2,0,1
1,24,1.76,113.21,1,2,1,1
0,26,1.63,104.95,1,3,0,1
1,23,1.85,121.74,1,2,1,1
0,21,1.86,121.66,1,2,1,1
0,23,1.6,82,1,2,0,1
1,22,1.77,96.08,1,3,1,1
1,24,1.75,117.93,1,2,2,1
0,19,1.75,133.35,1,3,1,1
1,21,1.92,102.95,1,1,1,1
1,31,1.74,112.29,1,2,0,1
1,22,1.78,105,1,2,1,1
0,26,1.64,104.95,1,3,0,1
1,19,1.78,110.82,1,3,2,1
1,26,1.76,117.63,1,3,1,1
0,23,1.67,114.48,1,2,0,1
0,26,1.62,110.8,1,3,0,1
1,21,1.8,95.89,1,2,3,1
0,39,1.64,80,1,2,1,1
0,26,1.58,102.95,1,1,0,1
1,31,1.65,111.95,1,1,0,1
0,23,1.64,94.79,1,1,1,1
0,35,1.61,86.1,1,3,2,1
1,27,1.85,120.2,1,3,1,1
1,31,1.91,129.85,1,1,1,1
1,37,1.71,102.14,1,1,1,1
0,26,1.63,104.97,1,2,0,1
1,18,1.75,103.74,1,3,2,1
1,21,1.75,116.16,1,2,0,1
0,18,1.6,82,1,2,1,1
1,22,1.84,105.7,1,3,0,1
0,18,1.64,83.29,1,2,1,1
1,31,1.87,121.31,1,2,1,1
0,26,1.61,107.11,1,3,0,1
0,26,1.69,104.84,1,2,0,1
1,26,1.8,120.42,1,3,1,1
1,18,1.79,108.96,1,2,1,1
0,26,1.67,104.74,1,3,0,1
0,39,1.58,80,1,3,1,1
1,19,1.85,155.87,1,3,3,1
0,26,1.64,111,1,3,0,1
1,25,1.85,121.66,1,2,1,1
0,18,1.65,91,1,1,1,1
1,28,1.8,118.67,1,2,1,1
0,26,1.61,102.92,1,1,0,1
0,26,1.63,111.23,1,3,0,1
1,27,1.66,99.71,1,2,1,1
0,18,1.55,80,0,1,1,1
0,21,1.65,88.13,1,3,0,1
0,28,1.52,79.62,1,2,1,1
0,26,1.64,104.74,1,3,0,1
0,34,1.67,84.8,1,1,1,1
1,22,1.75,95,1,2,3,1
0,42,1.57,75,1,1,0,1
0,21,1.74,131.53,1,2,1,1
0,22,1.61,133.66,1,1,2,1
1,31,1.75,120,1,2,1,1
1,18,1.78,108,1,2,0,1
0,26,1.63,105.45,1,3,0,1
0,22,1.76,133.95,1,3,1,1
0,26,1.62,111,1,3,0,1
1,23,1.87,121.24,1,2,2,1
1,27,1.83,120.81,1,2,1,1
0,18,1.61,82.6,1,2,0,1
1,30,1.61,100.07,1,1,0,1
1,19,1.81,108.16,1,3,1,1
1,22,1.78,121.66,1,2,2,1
1,21,1.79,105.01,1,2,0,1
0,26,1.64,111.64,1,3,0,1
0,26,1.61,109.98,1,3,0,1
0,19,1.82,152.72,1,2,1,1
0,26,1.63,111.24,1,3,0,1
1,31,1.6,102.56,1,1,2,1
1,23,1.84,121.28,1,2,1,1
1,26,1.76,117.63,1,2,2,1
1,20,1.78,104,1,3,2,1
1,23,1.75,118,1,2,1,1
1,25,1.77,114.14,1,2,1,1
1,25,1.85,121.31,1,2,1,1
0,21,1.74,128.11,1,2,2,1
1,33,1.71,103.71,1,1,1,1
1,23,1.79,121.84,1,2,0,1
0,39,1.58,80,1,1,2,1
1,26,1.82,91.63,1,2,0,1
0,26,1.61,104.84,1,1,0,1
1,25,1.73,117.9,1,2,1,1
1,19,1.66,97.83,1,2,2,1
1,33,1.75,97,1,2,1,1
0,25,1.67,110.62,1,3,0,1
0,26,1.6,102.87,1,1,0,1
1,21,1.75,104.97,1,2,0,1
0,26,1.63,110,1,3,0,1
0,26,1.64,102.32,1,1,0,1
1,26,1.8,90,0,3,3,1
0,40,1.57,80,1,1,0,1
1,25,1.76,117.57,1,2,0,1
0,22,1.69,133.74,1,2,1,1
0,26,1.66,111.93,1,2,0,1
0,26,1.61,104.95,1,1,0,1
0,26,1.63,106.42,1,3,0,1
1,21,1.72,95.42,1,3,2,1
1,21,1.62,105.06,1,2,0,1
1,31,1.78,120.6,1,2,1,1
1,26,1.7,105,1,3,0,1
1,27,1.83,121,1,2,1,1
1,33,1.71,102,1,2,1,1
0,26,1.65,111.93,1,3,0,1
1,21,1.69,104.84,1,1,0,1
0,26,1.63,104.79,1,3,0,1
1,21,1.65,94,1,3,3,1
1,20,1.82,105,1,3,1,1
1,31,1.65,102.28,1,2,2,1
0,26,1.6,105.04,1,2,0,1
0,23,1.62,82.04,1,2,0,1
1,30,1.7,103.28,1,1,1,1
1,31,1.77,112.88,1,2,2,1
1,28,1.79,120.82,1,2,1,1
1,31,1.76,118.27,1,2,2,1
0,19,1.62,82,1,1,1,1
1,31,1.85,118.38,1,3,1,1
1,24,1.75,120.92,1,1,2,1
0,22,1.79,137.77,1,3,2,1
1,23,1.78,122.02,1,2,1,1
1,23,1.69,94.74,1,2,0,1
1,25,1.64,100.54,1,1,2,1
1,23,1.81,121.41,1,3,1,1
0,26,1.64,111.72,1,3,0,1
1,21,1.78,103.03,1,2,2,1
1,32,1.75,120.78,1,2,1,1
1,40,1.79,104.77,1,3,1,1
1,24,1.84,121.14,1,3,1,1
1,27,1.77,118.81,1,2,1,1
0,23,1.65,93.89,1,2,0,1
1,28,1.77,120.6,1,3,1,1
0,26,1.65,111.95,1,3,0,1
0,26,1.63,111.68,1,3,0,1
1,25,1.79,115.22,1,2,1,1
1,41,1.75,109.96,1,1,1,1
1,30,1.91,129.19,1,2,1,1
1,29,1.75,109,0,1,1,1
1,27,1.81,118.33,1,2,1,1
0,23,1.65,88.14,1,3,1,1
0,26,1.66,104.99,1,1,0,1
0,22,1.75,133.78,1,3,2,1
0,41,1.63,79.7,1,1,0,1
1,24,1.86,121.24,1,2,1,1
0,26,1.62,104.77,1,3,0,1
1,24,1.8,118.74,1,2,1,1
1,32,1.75,122.81,1,2,1,1
1,31,1.78,119.2,1,3,1,1
1,33,1.61,103.74,1,1,1,1
1,18,1.78,108,0,2,1,1
1,21,1.7,98.45,1,2,1,1
0,18,1.72,133.95,1,3,2,1
0,23,1.75,133.49,1,3,2,1
1,21,1.85,125,1,3,1,1
0,39,1.71,81.72,1,1,0,1
1,24,1.75,112,1,2,1,1
1,28,1.91,129.94,1,3,2,1
1,27,1.82,119.68,1,3,1,1
0,18,1.73,128.71,1,2,2,1
0,30,1.55,79,1,1,0,1
0,24,1.63,113.28,1,3,0,1
0,26,1.65,111.83,1,3,0,1
1,23,1.67,89,1,3,2,1
0,23,1.7,82,1,2,0,1
0,24,1.62,112.56,1,3,0,1
1,25,1.78,112.28,1,2,0,1
0,26,1.62,110.79,1,3,0,1
1,23,1.87,121.68,1,3,1,1
0,21,1.75,133.85,1,3,1,1
1,18,1.82,108.74,1,2,0,1
0,18,1.81,155.24,1,2,0,1
1,26,1.79,105.04,1,3,1,1
0,26,1.62,110.93,1,2,0,1
0,26,1.63,104.84,1,3,0,1
1,18,1.74,94,1,2,1,1
0,26,1.67,104.85,1,2,0,1
0,18,1.69,126.42,1,1,0,1
1,30,1.83,108.02,1,2,1,1
1,31,1.67,102.69,1,1,2,1
1,39,1.77,99.54,1,3,1,1
0,38,1.54,77,1,1,0,1
0,22,1.74,132.58,1,2,2,1
1,23,1.75,120,1,1,1,1
1,30,1.8,112.1,1,2,1,1
0,24,1.74,132.81,1,3,1,1
1,30,1.79,112.35,1,3,0,1
0,26,1.64,111.82,1,3,0,1
0,26,1.62,111,1,2,0,1
0,21,1.75,133.37,1,2,1,1
0,21,1.75,133.62,1,3,1,1
1,31,1.82,118.36,1,2,1,1
1,29,1.72,90,1,2,2,1
0,26,1.61,104.97,1,1,0,1
1,31,1.76,112.1,1,2,0,1
0,18,1.75,133.68,1,2,2,1
1,24,1.82,120.87,1,2,0,1
1,18,1.79,108.32,1,3,1,1
0,26,1.62,110.8,1,2,0,1
0,21,1.67,114.48,1,1,0,1
1,29,1.79,112.17,1,2,1,1
0,21,1.75,133.55,1,2,2,1
1,24,1.8,119.09,1,2,1,1
1,26,1.82,120.4,1,3,2,1
0,21,1.74,131.57,1,2,1,1
1,23,1.87,121.68,1,2,1,1
0,21,1.74,138.14,1,2,0,1
1,27,1.78,120.15,1,2,2,1
1,31,1.81,120.34,1,3,2,1
1,23,1.84,84,1,3,3,1
0,23,1.68,82.53,1,3,2,1
0,26,1.61,102.56,1,1,0,1
1,21,1.8,97,1,3,2,1
0,26,1.69,111.95,1,3,0,1
1,27,1.83,120.98,1,2,1,1
0,26,1.62,111.17,1,3,0,1
1,21,1.71,103.02,1,2,2,1
0,26,1.61,104.97,1,3,0,1
1,28,1.77,119.48,1,3,1,1
1,23,1.75,96.94,1,3,0,1
0,23,1.63,111.95,1,3,0,1
0,21,1.77,120.2,1,2,2,1
1,23,1.85,121.24,1,2,0,1
1,18,1.63,90.03,1,2,1,1
0,26,1.64,102.81,1,1,0,1
1,25,1.83,118.3,1,2,2,1
0,26,1.64,111.17,1,3,0,1
0,25,1.68,117.63,1,1,1,1
0,26,1.62,104.99,1,3,0,1
1,26,1.76,112.32,1,2,0,1
1,24,1.75,119.37,1,2,1,1
1,31,1.98,125.12,1,1,1,1
0,18,1.66,85.2,1,3,1,1
1,23,1.87,121.84,1,2,1,1
0,16,1.75,85.83,1,2,1,1
0,26,1.64,111.36,1,2,0,1
1,38,1.75,118.28,1,2,0,1
1,23,1.79,98.79,1,3,2,1
1,17,1.83,113,0,3,1,1
0,21,1.75,133.74,1,3,1,1
1,21,1.94,104.99,1,3,3,1
1,21,1.7,99.6,1,2,0,1
0,21,1.73,131.57,1,2,2,1
1,31,1.75,120.1,1,3,1,1
1,23,1.75,120,1,2,2,1
0,26,1.63,109.98,1,2,1,1
0,21,1.63,124.7,1,1,0,1
0,18,1.79,137.79,1,3,2,1
0,39,1.6,76,1,1,0,1
0,37,1.62,80,1,3,0,1
0,26,1.62,111.22,1,3,0,1
1,25,1.77,117.85,1,2,1,1
1,20,1.78,105.26,1,3,3,1
1,24,1.76,119.08,1,2,2,1
1,25,1.83,121.25,1,3,1,1
1,23,1.76,117.29,1,3,1,1
0,26,1.62,104.84,1,1,0,1
0,26,1.64,104.99,1,3,0,1
1,25,1.76,115.43,1,2,1,1
0,21,1.73,131.77,1,1,1,1
1,22,1.75,82,1,3,3,1
0,22,1.6,82,1,2,2,1
1,40,1.7,98,0,2,1,1
1,27,1.85,120.7,1,3,2,1
1,21,1.78,105.97,1,2,2,1
1,30,1.75,112.01,1,2,1,1
0,21,1.76,133.9,1,3,1,1
1,21,1.62,88,1,2,1,1
1,23,1.77,116.16,1,2,1,1
0,26,1.68,111.93,1,2,0,1
1,34,1.77,120.6,1,2,1,1
0,26,1.63,111.91,1,3,0,1
0,39,1.55,77.55,1,2,0,1
1,26,1.77,114.1,1,2,1,1
0,22,1.75,133.94,1,2,2,1
0,26,1.6,110.82,1,3,0,1
0,26,1.64,104.77,1,2,0,1
1,23,1.87,121.28,1,2,1,1
1,21,1.76,105,1,2,2,1
1,31,1.78,120.64,1,2,1,1
0,24,1.63,84,1,3,1,1
1,38,1.75,118.56,1,2,1,1
1,31,1.75,119.08,1,2,1,1
1,22,1.67,98.79,1,2,2,1
1,23,1.86,121.25,1,2,1,1
0,24,1.76,112,1,2,0,1
0,22,1.74,130.87,1,1,2,1
0,39,1.55,77.27,1,1,0,1
0,19,1.75,133.9,1,3,1,1
0,26,1.63,104.75,1,3,0,1
0,23,1.66,82,1,1,0,1
0,23,1.6,82,1,3,1,1
0,26,1.68,104.85,1,2,0,1
1,19,1.84,106.33,1,1,1,1
1,29,1.79,89.1,1,2,2,1
1,23,1.91,121.09,1,2,2,1
1,21,1.72,88,1,3,2,1
0,44,1.55,81.83,1,3,0,1
0,26,1.62,110.78,1,3,0,1
1,23,1.8,95,1,2,3,1
0,40,1.53,80,1,1,1,1
0,26,1.63,111.36,1,3,0,1
1,19,1.75,105,1,2,1,1
1,25,1.69,99.98,1,2,1,1
1,31,1.84,125.97,1,1,1,1
1,18,1.71,96.08,1,2,1,1
1,32,1.77,120.15,1,1,1,1
0,22,1.81,152.39,1,2,1,1
0,19,1.76,133.47,1,3,1,1
0,26,1.66,112,1,3,0,1
1,31,1.75,120.6,1,2,0,1
0,25,1.74,104.81,1,2,0,1
1,24,1.75,116.16,1,3,1,1
0,22,1.62,82.32,1,2,0,1
1,23,1.81,86.93,1,2,2,1
1,23,1.83,120.78,1,2,1,1
0,21,1.75,133.84,1,3,1,1
1,22,1.79,105.45,1,2,0,1
0,23,1.64,82,1,1,0,1
0,18,1.75,133.85,1,3,1,1
1,21,1.69,95,1,2,0,1
0,26,1.62,111.36,1,3,0,1
1,31,1.78,120.75,1,2,0,1
1,35,1.75,118.1,1,3,1,1
0,21,1.72,131.9,1,3,2,1
1,32,1.67,90,1,2,2,1
0,21,1.73,131.34,1,2,1,1
0,25,1.62,105.04,1,3,0,1
0,18,1.74,133.78,1,3,1,1
1,27,1.65,118.38,1,2,1,1
1,33,1.76,120.4,1,2,1,1
0,23,1.63,80,1,2,0,1
1,30,1.75,117.65,1,2,2,1
1,31,1.8,129.01,1,2,0,1
1,28,1.78,113.37,1,2,2,1
1,26,1.79,114.14,1,2,2,1
0,26,1.6,102.56,1,1,0,1
0,19,1.82,127.43,1,3,1,1
0,22,1.69,114.48,1,3,0,1
0,38,1.57,80,1,2,0,1
0,22,1.6,82,1,3,1,1
0,26,1.63,111.94,1,3,0,1
1,31,1.75,118.36,1,2,1,1
0,22,1.6,82.04,1,2,0,1
1,27,1.76,112.29,1,2,0,1
1,31,1.84,123.72,1,3,2,1
0,41,1.54,77.05,1,2,0,1
0,26,1.74,110,1,2,1,1
0,26,1.6,104.94,1,1,0,1
1,18,1.79,108,1,2,2,1
1,26,1.86,121.86,1,1,1,1
1,20,1.78,93.35,1,1,2,1
1,26,1.76,114.13,1,2,1,1
1,28,1.71,102.95,1,1,2,1
0,22,1.73,133.03,1,3,2,1
1,31,1.75,120.34,1,2,1,1
1,25,1.78,115.11,1,2,2,1
0,26,1.63,111.59,1,3,0,1
0,23,1.56,77.05,1,2,2,1
0,26,1.63,104.83,1,3,0,1
0,21,1.74,121.74,1,3,2,1
1,23,1.68,90.58,1,1,1,1
0,26,1.61,104.77,1,3,0,1
1,26,1.7,102.08,1,1,2,1
0,26,1.75,112.54,1,3,0,1
0,38,1.66,78,1,2,0,1
1,23,1.77,116.67,1,2,2,1
1,18,1.65,93,1,2,0,1
1,25,1.81,119.08,1,2,2,1
0,21,1.69,132.81,1,2,1,1
0,26,1.64,111.86,1,3,0,1
0,39,1.6,79.59,1,1,0,1
0,26,1.63,104.99,1,3,0,1
1,31,1.87,121.64,1,2,1,1
1,32,1.75,120,1,2,0,1
1,32,1.84,125.08,1,1,0,1
0,22,1.67,105.12,1,1,0,1
0,20,1.76,151.42,1,2,0,1
0,26,1.65,111.49,1,3,0,1
1,25,1.76,117.37,1,2,1,1
0,18,1.79,85.23,1,2,2,1
0,38,1.57,80,1,2,1,1
1,31,1.81,118.21,1,2,1,1
0,22,1.57,80,1,3,1,1
0,26,1.63,111.86,1,2,0,1
0,18,1.65,86.08,1,2,0,1
1,30,1.91,129.16,1,1,2,1
1,25,1.77,114.1,1,2,1,1
0,22,1.67,121.21,1,1,0,1
0,26,1.64,111.92,1,3,1,1
0,20,1.74,126.49,1,2,1,1
0,26,1.63,111.83,1,3,0,1
0,26,1.62,111.88,1,3,0,1
0,18,1.68,90,1,1,0,1
0,26,1.62,111.53,1,3,0,1
0,26,1.63,104.95,1,1,0,1
0,39,1.51,80,1,1,0,1
1,26,1.79,115.13,1,2,1,1
1,18,1.66,90,1,2,1,1
1,23,1.87,121.47,1,2,1,1
0,26,1.61,110.64,1,1,0,1
0,26,1.62,105.04,1,3,0,1
0,26,1.53,104.83,1,3,0,1
1,25,1.77,112.1,1,2,1,1
0,19,1.75,133.8,1,3,1,1
1,31,1.67,122.33,1,2,1,1
0,18,1.74,133.17,1,3,2,1
0,24,1.67,114.77,1,2,0,1
0,40,1.56,80,1,1,0,1
0,33,1.7,82.28,1,2,1,1
1,21,1.68,103.18,1,2,1,1
1,30,1.79,112.1,1,2,0,1
0,26,1.63,111.82,1,3,0,1
0,20,1.82,151.28,1,3,2,1
0,20,1.67,93.31,1,2,1,1
0,26,1.64,104.77,1,1,0,1
1,37,1.75,118.56,1,2,0,1
1,23,1.72,96.74,1,2,0,1
1,28,1.77,113.28,1,2,1,1
1,31,1.67,90,1,2,1,1
1,22,1.71,100.25,1,2,3,1
0,44,1.61,84.13,1,1,1,1
1,24,1.84,120.81,1,2,2,1
1,23,1.81,121.42,1,1,0,1
0,26,1.66,104.95,1,1,0,1
0,26,1.63,102.59,1,2,0,1
1,22,1.74,98.18,1,3,2,1
1,25,1.85,121.25,1,3,1,1
1,25,1.76,112.88,1,2,1,1
1,25,1.77,114,1,3,2,1
0,22,1.73,132.94,1,2,2,1
1,24,1.84,97.97,1,1,2,1
1,25,1.76,117.9,1,3,1,1
0,18,1.66,82.95,1,2,0,1
0,26,1.64,102.6,1,1,0,1
1,25,1.77,121.04,1,3,2,1
1,31,1.76,118.57,1,2,1,1
0,26,1.61,111.96,1,3,0,1
1,25,1.64,104.57,1,2,0,1
0,26,1.64,104.79,1,1,0,1
0,26,1.64,111.88,1,2,0,1
0,25,1.61,105.48,1,3,0,1
1,28,1.76,112.54,1,1,0,1
1,26,1.8,106.45,1,2,1,1
1,21,1.82,105.25,1,2,0,1
0,23,1.62,82.02,1,2,0,1
0,21,1.75,133.76,1,3,1,1
1,21,1.79,104.84,1,2,0,1
0,26,1.66,104.79,1,3,0,1
1,24,1.78,120.92,1,3,1,1
0,19,1.78,132.94,1,2,2,1
1,23,1.8,96.88,1,3,2,1
1,31,1.82,130.93,1,2,1,1
1,38,1.77,118.17,1,1,1,1
1,24,1.79,118.21,1,2,1,1
0,26,1.64,111.75,1,3,0,1
0,21,1.67,125.12,1,3,1,1
1,23,1.61,105.48,1,1,0,1
1,32,1.8,120.9,1,2,1,1
1,24,1.76,112.1,1,2,0,1
1,38,1.76,118.45,1,2,1,1
0,23,1.64,82.19,1,1,1,1
1,26,1.75,112,1,2,1,1
1,25,1.79,117.3,1,3,1,1
1,24,1.81,121.13,1,1,2,1
1,23,1.89,121.53,1,2,0,1
0,19,1.74,133.05,1,3,1,1
1,20,1.79,102.87,1,1,0,1
0,26,1.82,102.58,1,3,0,1
1,18,1.78,108,1,3,1,1
1,22,1.78,105,1,3,1,1
0,26,1.74,105,1,1,0,1
1,22,1.87,121.68,1,2,2,1
1,40,1.7,99.2,1,3,0,1
1,31,1.76,118.4,1,2,0,1
0,24,1.63,113.45,1,2,1,1
0,22,1.75,127.9,1,2,2,1
1,18,1.6,84.34,1,2,1,1
1,31,1.75,119.44,1,2,1,1
1,22,1.78,116.31,1,2,1,1
0,26,1.62,104.99,1,2,0,1
0,19,1.76,133.88,1,2,1,1
1,39,1.76,96.3,1,3,1,1
0,39,1.6,79,1,1,0,1
1,25,1.85,121.14,1,2,2,1
1,24,1.66,100.54,1,1,1,1
1,23,1.82,121.46,1,3,1,1
1,26,1.81,120.34,1,2,1,1
1,29,1.79,112.09,1,2,0,1
0,23,1.71,82.53,1,1,0,1
1,23,1.87,117.4,1,3,1,1
1,31,1.75,118.11,1,1,1,1
0,26,1.61,112.2,1,2,0,1
0,26,1.67,105.06,1,3,0,1
1,31,1.9,129.77,1,1,2,1
1,18,1.79,91.05,1,2,2,1
0,26,1.67,111.24,1,3,0,1
1,32,1.75,120,1,1,0,1
1,23,1.78,89.75,1,1,1,1
1,24,1.87,121.24,1,3,1,1
1,30,1.76,120.1,1,3,1,1
0,18,1.65,86,1,2,0,1
0,26,1.61,105.04,1,3,0,1
0,26,1.62,102.32,1,1,0,1
0,26,1.64,104.81,1,1,0,1
0,24,1.69,114.48,1,3,0,1
0,26,1.64,111.94,1,3,1,1
1,31,1.7,100.09,1,1,1,1
0,26,1.62,111.96,1,3,0,1
0,41,1.6,80,1,2,1,1
0,26,1.66,110.93,1,2,0,1
0,26,1.64,111.87,1,1,0,1
0,21,1.73,132.81,1,2,1,1
1,25,1.8,120.98,1,3,1,1
0,26,1.62,111.49,1,3,0,1
0,20,1.68,104.95,1,1,0,1
0,23,1.63,83.15,1,2,1,1
0,26,1.64,104.97,1,1,0,1
1,32,1.68,90,1,2,0,1
1,38,1.83,117.79,1,1,2,1
0,22,1.76,133.89,1,3,1,1
1,21,1.6,100.07,1,2,1,1
1,21,1.74,105,1,3,1,1
1,31,1.92,129.23,1,1,1,1
0,26,1.63,110.97,1,3,0,1
1,26,1.77,115.09,1,2,1,1
1,23,1.69,90,1,3,0,1
1,31,1.87,124.81,1,2,1,1
0,22,1.65,82,1,3,1,1
0,26,1.63,102.31,1,1,0,1
0,26,1.62,111.95,1,2,0,1
0,20,1.81,153.15,1,2,1,1
0,38,1.56,80,1,3,0,1
0,37,1.56,80,1,1,0,1
1,19,1.77,109.96,1,2,1,1
0,24,1.7,84,1,2,3,1
1,23,1.79,105.13,1,2,1,1
1,25,1.77,114.25,1,2,2,1
1,26,1.78,115.43,1,2,1,1
0,26,1.63,111.82,1,2,0,1
1,23,1.74,97,1,2,0,1
1,26,1.77,114.48,1,3,1,1
1,21,1.78,108,1,2,1,1
0,38,1.61,80,1,1,0,1
0,26,1.62,105.43,1,1,0,1
1,22,1.66,116.31,1,1,1,1
1,25,1.86,120.98,1,2,1,1
1,25,1.78,112.26,1,2,2,1
1,26,1.77,112.4,1,2,0,1
0,19,1.68,127.43,1,3,0,1
0,26,1.63,111.21,1,3,0,1
1,22,1.71,98.54,1,2,1,1
0,26,1.72,102.95,1,1,1,1
0,22,1.75,132.94,1,3,1,1
0,38,1.52,76.13,1,1,0,1
1,25,1.84,95.95,1,3,2,1
0,26,1.63,111.16,1,3,0,1
1,17,1.7,95,0,2,2,1
1,18,1.78,108,1,2,2,1
0,26,1.62,111.93,1,2,0,1
1,25,1.79,115.13,1,2,1,1
0,26,1.68,104.77,1,2,0,1
0,23,1.66,84.77,1,2,1,1
0,18,1.65,82,1,2,0,1
0,24,1.66,112.4,1,2,0,1
0,26,1.66,104.77,1,1,0,1
1,30,1.85,119.03,1,2,1,1
1,31,1.7,102.59,1,1,1,1
0,21,1.74,133.74,1,3,2,1
0,21,1.72,132.58,1,3,1,1
1,40,1.72,109.35,1,1,2,1
1,31,1.86,122.15,1,1,1,1
1,30,1.81,92.86,1,2,0,1
1,26,1.77,120.99,1,2,1,1
0,41,1.5,80,1,3,0,1
1,18,1.8,108.72,1,2,1,1
1,23,1.74,96.71,1,2,3,1
0,26,1.76,105.48,1,1,0,1
1,30,1.76,112.35,1,2,0,1
0,20,1.6,82,1,2,1,1
1,30,1.76,112.2,1,2,0,1
1,31,1.75,112.73,1,2,0,1
1,31,1.77,120.55,1,2,0,1
0,21,1.79,160.94,1,2,2,1
0,18,1.61,82,1,1,1,1
1,21,1.7,98.45,1,2,0,1
1,21,1.79,105.04,1,3,0,1
1,18,1.61,94.19,1,1,0,1
1,25,1.78,113.71,1,2,1,1
0,38,1.56,76,0,3,0,1
0,38,1.56,77.01,1,2,0,1
1,29,1.79,113.5,1,3,1,1
0,26,1.64,110.92,1,3,0,1
1,18,1.65,69,1,1,1,1
1,23,1.83,104,1,3,3,1
1,26,1.76,114.16,1,2,1,1
1,24,1.86,121.64,1,2,1,1
0,21,1.64,104.99,1,2,0,1
1,22,1.87,121.83,1,2,1,1
1,26,1.79,114.13,1,2,1,1
0,21,1.73,132.12,1,2,0,1
0,26,1.62,109.98,1,3,0,1
1,23,1.73,95.32,1,2,3,1
1,34,1.7,103.03,1,1,2,1
1,24,1.78,120.81,1,2,1,1
1,23,1.66,90,1,2,1,1
0,23,1.61,82.48,1,2,2,1
1,23,1.79,119.96,1,2,1,1
1,27,1.76,112.29,1,2,1,1
0,26,1.62,103.03,1,3,0,1
1,19,1.78,98,1,2,1,1
1,23,1.68,90,1,1,1,1
0,26,1.61,110.92,1,3,0,1
0,26,1.62,104.97,1,1,0,1
1,23,1.85,121.41,1,2,2,1
0,23,1.64,132.53,1,3,1,1
0,23,1.62,93.89,1,2,0,1
1,25,1.82,117.4,1,2,1,1
0,26,1.59,110.07,1,3,0,1
1,28,1.78,117.29,1,2,1,1
0,18,1.65,82,1,2,1,1
1,23,1.85,121.66,1,1,1,1
1,26,1.79,115.63,1,2,1,1
1,24,1.7,90,1,3,1,1
1,18,1.78,108.96,1,3,1,1
1,21,1.65,101.04,1,1,1,1
0,26,1.64,110.64,1,3,0,1
1,31,1.7,100.68,1,1,1,1
1,26,1.82,118.33,1,2,2,1
0,23,1.61,82.69,1,2,1,1
1,27,1.82,119.12,1,3,1,1
0,19,1.76,133.9,1,3,1,1
0,21,1.8,137.8,1,3,2,1
1,46,1.75,119.12,1,2,1,1
0,26,1.64,110.82,1,2,0,1
1,27,1.82,120.98,1,3,2,1
1,31,1.8,120.92,1,2,1,1
1,24,1.77,119.44,1,2,1,1
1,30,1.78,89.99,1,2,0,1
1,28,1.77,116.16,1,2,2,1
0,26,1.65,110.55,1,3,0,1
0,26,1.63,102.36,1,1,0,1
0,26,1.64,111.96,1,3,0,1
1,23,1.85,121.42,1,2,1,1
1,37,1.84,121.89,1,1,1,1
0,39,1.56,76.6,1,1,1,1
0,23,1.65,87.68,1,3,1,1
1,28,1.85,120.78,1,3,1,1
1,25,1.82,113.37,1,2,0,1
1,22,1.72,96.94,1,3,2,1
0,22,1.75,133.84,1,3,1,1
1,29,1.76,113.07,1,2,1,1
0,23,1.62,82.01,1,2,0,1
0,26,1.63,105.43,1,3,0,1
0,38,1.56,77.13,1,2,0,1
0,25,1.74,104.84,1,2,0,1
0,26,1.67,104.75,1,1,0,1
0,26,1.64,111.91,1,3,0,1
0,34,1.64,77.22,1,1,2,1
0,26,1.62,104.94,1,1,0,1
